rank,finalWorth,category,personName,country,city,source,industries,organization,selfMade,status,gender,lastName,firstName,title,date,countryOfCitizenship,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
982,3000,Automotive,Catheline Perier D'Ieteren,,,"Auto parts, distribution",Automotive,,FALSE,N,F,D'Ieteren,Catheline Perier,,04-04-2023 05:01,Belgium,,,1944,7,5,,,,,,,,,,,
982,3000,Real Estate,"Edward DeBartolo, Jr.",United States,Tampa,Shopping centers,Real Estate,,FALSE,U,M,DeBartolo,Edward,,04-04-2023 05:01,United States,Florida,South,1946,11,6,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
982,3000,Finance & Investments,Stephen Deckoff,United States,St. John,Private equity,Finance & Investments,,TRUE,N,M,Deckoff,Stephen,,04-04-2023 05:01,United States,U.S. Virgin Islands,U.S. Territories,1965,11,4,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
982,3000,Metals & Mining,Feng Hailiang,China,Zhuji,"Copper, education",Metals & Mining,,TRUE,U,M,Feng,Hailiang,,04-04-2023 05:01,China,,,1960,10,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
982,3000,Automotive,"Ernest Garcia, II.",United States,Tempe,Used cars,Automotive,,TRUE,D,M,Garcia,Ernest,,04-04-2023 05:01,United States,Arizona,West,1957,5,21,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
982,3000,Food & Beverage,Sam Goi,Singapore,Singapore,Frozen foods,Food & Beverage,,TRUE,U,M,Goi,Sam,,04-04-2023 05:01,Singapore,,,1946,12,28,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836
982,3000,Diversified,Carlos Hank Rhon,Mexico,Mexico City,Banking,Diversified,,FALSE,U,M,Hank Rhon,Carlos,,04-04-2023 05:01,Mexico,,,1947,12,10,141.54,3.6,"$1,258,286,717,125 ",40.2,105.8,75,13.1,55.1,126014024,23.634501,-102.552784
982,3000,Manufacturing,Susan Carol Holland,Italy,Milan,Hearing aids,Manufacturing,,FALSE,D,F,Holland,Susan Carol,,04-04-2023 05:01,Italy,,,1956,5,27,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738
982,3000,Real Estate,Hui Ka Yan,China,Shenzhen,Real estate,Real Estate,,TRUE,D,M,Hui,Ka Yan,,04-04-2023 05:01,China,,,1958,10,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
982,3000,Manufacturing,Vivek Jain,India,Delhi,Chemicals,Manufacturing,,FALSE,U,M,Jain,Vivek,,04-04-2023 05:01,India,,,1955,8,30,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
982,3000,Fashion & Retail,Friedrich Knapp,Germany,Brunswick,Fashion retail,Fashion & Retail,,TRUE,D,M,Knapp,Friedrich,,04-04-2023 05:01,Germany,,,1951,5,6,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
982,3000,Healthcare,Egor Kulkov,Switzerland,Grimisuat,Pharmaceuticals,Healthcare,,TRUE,U,M,Kulkov,Egor,,04-04-2023 05:01,Russia,,,1971,12,7,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
982,3000,Fashion & Retail,Lin Ming-hsiung,Taiwan,Taipei,Supermarkets,Fashion & Retail,,TRUE,D,M,Lin,Ming-hsiung,,04-04-2023 05:01,Taiwan,,,1950,1,1,,,,,,,,,,,
982,3000,Technology,Lin Xiucheng & family,China,Xiamen,Electronics,Technology,,TRUE,D,M,Lin,Xiucheng,,04-04-2023 05:01,China,,,1955,10,10,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
982,3000,Food & Beverage,Harsh Mariwala,India,Mumbai,Consumer goods,Food & Beverage,,FALSE,D,M,Mariwala,Harsh,,04-04-2023 05:01,India,,,1951,5,14,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
982,3000,Healthcare,Gilles Martin,France,Nantes,Laboratory services,Healthcare,,TRUE,D,M,Martin,Gilles,,04-04-2023 05:01,France,,,1963,10,20,110.05,1.1,"$2,715,518,274,227 ",65.6,102.5,82.5,24.2,60.7,67059887,46.227638,2.213749
982,3000,Healthcare,Maja Oeri,Switzerland,Basel,Pharmaceuticals,Healthcare,,FALSE,D,F,Oeri,Maja,,04-04-2023 05:01,Switzerland,,,1955,1,1,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
982,3000,Finance & Investments,John Paulson,United States,New York,Hedge funds,Finance & Investments,Paulson & Co. Inc.,TRUE,D,M,Paulson,John,Founder,04-04-2023 05:01,United States,New York,Northeast,1955,12,14,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
982,3000,Healthcare,Ajay Piramal,India,Mumbai,Pharmaceuticals,Healthcare,,FALSE,D,M,Piramal,Ajay,,04-04-2023 05:01,India,,,1955,8,3,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
982,3000,Fashion & Retail,Guanghe Qiu & family,China,Wenzhou,Fashion retail,Fashion & Retail,,TRUE,D,M,Qiu,Guanghe,,04-04-2023 05:01,China,,,1951,11,10,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
982,3000,Fashion & Retail,Stephen Rubin,United Kingdom,London,Sports apparel,Fashion & Retail,,FALSE,R,M,Rubin,Stephen,,04-04-2023 05:01,United Kingdom,,,1937,3,12,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
982,3000,Food & Beverage,Robert Sands,United States,Delray Beach,Liquor,Food & Beverage,,FALSE,Split Family Fortune,M,Sands,Robert,,04-04-2023 05:01,United States,Florida,South,1958,6,10,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
982,3000,Real Estate,Erik Selin,Sweden,Göteborg,Real estate,Real Estate,,TRUE,D,M,Selin,Erik,,04-04-2023 05:01,Sweden,,,1967,5,8,110.51,1.8,"$530,832,908,738 ",67,126.6,82.5,27.9,49.1,10285453,60.128161,18.643501
982,3000,Food & Beverage,Yonghong Shi & family,China,Chengdu,Restaurants,Food & Beverage,,TRUE,D,M,Shi,Yonghong,,04-04-2023 05:01,China,,,1969,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
982,3000,Manufacturing,Martua Sitorus,Singapore,Singapore,Palm oil,Manufacturing,,TRUE,U,M,Sitorus,Martua,,04-04-2023 05:01,Indonesia,,,1960,2,18,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836
982,3000,Diversified,Guangxin Sun,China,Urumqi,Diversified,Diversified,,TRUE,U,M,Sun,Guangxin,,04-04-2023 05:01,China,,,1962,12,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
982,3000,Diversified,Sukanto Tanoto,Singapore,Singapore,Diversified,Diversified,,TRUE,U,M,Tanoto,Sukanto,,04-04-2023 05:01,Indonesia,,,1949,12,25,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836
982,3000,Service,Sunny Varkey,United Arab Emirates,Dubai,Education,Service,,FALSE,U,M,Varkey,Sunny,,04-04-2023 05:01,India,,,1957,4,9,114.52,-1.9,"$421,142,267,938 ",36.8,108.4,77.8,0.1,15.9,9770529,23.424076,53.847818
982,3000,Media & Entertainment,Gang Ye,Singapore,Singapore,Gaming,Media & Entertainment,,TRUE,D,M,Ye,Gang,,04-04-2023 05:01,Singapore,,,1980,6,1,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836
982,3000,Healthcare,Ye Xiaoping,China,Hangzhou,Pharmaceuticals,Healthcare,,TRUE,U,M,Ye,Xiaoping,,04-04-2023 05:01,China,,,1963,2,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
982,3000,Finance & Investments,Lei Zhang,Hong Kong,Hong Kong,Investments,Finance & Investments,,TRUE,E,M,Zhang,Lei,,04-04-2023 05:01,China,,,1972,12,1,,,,,,,,,,,
982,3000,Manufacturing,Zhu Gongshan & family,China,Shanghai,Solar panel materials,Manufacturing,,TRUE,D,M,Zhu,Gongshan,,04-04-2023 05:01,China,,,1958,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1027,2900,Fashion & Retail,Isak Andic & family,Spain,Barcelona,Fashion retail,Fashion & Retail,,TRUE,U,M,Andic,Isak,,04-04-2023 05:01,Spain,,,1953,10,20,110.96,0.7,"$1,394,116,310,769 ",88.9,102.7,83.3,14.2,47,47076781,40.463667,-3.74922
1027,2900,Automotive,Alberto Bombassei,Italy,Bergamo,Automotive brakes,Automotive,,FALSE,U,M,Bombassei,Alberto,,04-04-2023 05:01,Italy,,,1940,10,5,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738
1027,2900,Healthcare,Cao Longxiang & family,China,Taixing,Pharmaceuticals,Healthcare,,TRUE,E,M,Cao,Longxiang,,04-04-2023 05:01,China,,,1957,9,5,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1027,2900,Real Estate,"Roy Carroll, II.",United States,Greensboro,Real estate,Real Estate,,TRUE,N,M,Carroll,Roy,,04-04-2023 05:01,United States,North Carolina,South,1962,11,1,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1027,2900,Telecom,John Caudwell,United Kingdom,Stoke-on-Trent,Mobile phones,Telecom,,TRUE,D,M,Caudwell,John,,04-04-2023 05:01,United Kingdom,,,1952,10,1,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
1027,2900,Technology,James Clark,United States,Palm Beach,"Netscape, investments",Technology,Netscape Communications Corporation,TRUE,D,M,Clark,James,Cofounder,04-04-2023 05:01,United States,Florida,South,1944,3,23,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1027,2900,Fashion & Retail,Jacques D'Amours,Canada,Montreal,Convenience stores,Fashion & Retail,Alimentation Couche Tard Inc. Cl A,TRUE,U,M,D'Amours,Jacques,Vice President and Cofounder,04-04-2023 05:01,Canada,,,1956,12,8,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,12.8,24.5,36991981,56.130366,-106.346771
1027,2900,Fashion & Retail,John Paul DeJoria,United States,Austin,"Hair products, tequila",Fashion & Retail,,TRUE,U,M,DeJoria,John Paul,,04-04-2023 05:01,United States,Texas,South,1944,4,13,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1027,2900,Sports,Bernard Ecclestone & family,United Kingdom,London,Formula One,Sports,,TRUE,D,M,Ecclestone,Bernard,,04-04-2023 05:01,United Kingdom,,,1930,10,28,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
1027,2900,Technology,Michael Federmann & family,Israel,Tel Aviv,"Defense, hotels",Technology,,TRUE,D,M,Federmann,Michael,,04-04-2023 05:01,Israel,,,1943,9,9,108.15,0.8,"$395,098,666,122 ",63.4,104.9,82.8,23.1,25.3,9053300,31.046051,34.851612
1027,2900,Media & Entertainment,Kenneth Feld & family,United States,Sarasota,Live entertainment,Media & Entertainment,Feld Entertainment,FALSE,U,M,Feld,Kenneth,Chairman,04-04-2023 05:01,United States,Florida,South,1948,10,31,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1027,2900,Manufacturing,Gu Yuhua & family,China,Hangzhou,Furniture,Manufacturing,,TRUE,D,M,Gu,Yuhua,,04-04-2023 05:01,China,,,1949,10,5,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1027,2900,Construction & Engineering,Otto Happel,Switzerland,Luzerne,Engineering,Construction & Engineering,,FALSE,D,M,Happel,Otto,,04-04-2023 05:01,Germany,,,1948,2,9,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
1027,2900,Healthcare,Gudrun Heine,Germany,Ohningen,Medical devices,Healthcare,,FALSE,D,F,Heine,Gudrun,,04-04-2023 05:01,Germany,,,1954,10,19,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
1027,2900,Real Estate,Donald Horton & family,United States,Fort Worth,Homebuilding,Real Estate,,TRUE,U,M,Horton,Donald,,04-04-2023 05:01,United States,Texas,South,1950,3,5,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1027,2900,Real Estate,Zarakh Iliev,Russia,Moscow,Real estate,Real Estate,,TRUE,U,M,Iliev,Zarakh,,04-04-2023 05:01,Russia,,,1966,9,9,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
1027,2900,Diversified,Ipek Kirac,Turkey,Istanbul,Diversified,Diversified,,FALSE,U,F,Kirac,Ipek,,04-04-2023 05:01,Turkey,,,1984,11,28,234.44,15.2,"$754,411,708,203 ",23.9,93.2,77.4,17.9,42.3,83429615,38.963745,35.243322
1027,2900,Technology,Lee Seo-hyun,South Korea,Seoul,Samsung,Technology,,FALSE,D,F,Lee,Seo-hyun,,04-04-2023 05:01,South Korea,,,1973,9,20,115.16,0.4,"$2,029,000,000,000 ",94.3,98.1,82.6,15.6,33.2,51709098,35.907757,127.766922
1027,2900,Healthcare,Li Jianquan & family,China,Shenzhen,Consumer products,Healthcare,,TRUE,D,M,Li,Jianquan,,04-04-2023 05:01,Hong Kong,,,1957,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1027,2900,Healthcare,Li Li,China,Changsha,Healthcare,Healthcare,,TRUE,U,M,Li,Li,,04-04-2023 05:01,China,,,1965,9,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1027,2900,Manufacturing,Li Xiaohua & family,China,Yuxi,Packaging,Manufacturing,,TRUE,D,M,Li,Xiaohua,,04-04-2023 05:01,China,,,1962,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1027,2900,Manufacturing,Liu Xiaodong,China,Shanghai,Flavorings,Manufacturing,,TRUE,U,M,Liu,Xiaodong,,04-04-2023 05:01,China,,,1967,7,3,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1027,2900,Technology,Martin Lorentzon,Sweden,Stockholm,Spotify,Technology,,TRUE,E,M,Lorentzon,Martin,,04-04-2023 05:01,Sweden,,,1969,4,1,110.51,1.8,"$530,832,908,738 ",67,126.6,82.5,27.9,49.1,10285453,60.128161,18.643501
1027,2900,Energy,Ronald McAulay,Hong Kong,Hong Kong,Energy,Energy,,FALSE,D,M,McAulay,Ronald,,04-04-2023 05:01,Hong Kong,,,1935,10,5,,,,,,,,,,,
1027,2900,Fashion & Retail,Erwin Franz Mueller,Germany,Ulm,Drugstores,Fashion & Retail,,TRUE,U,M,Mueller,Erwin Franz,,04-04-2023 05:01,Germany,,,1932,8,9,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
1027,2900,Technology,Georg Nemetschek & family,Germany,Munich,Software,Technology,,TRUE,D,M,Nemetschek,Georg,,04-04-2023 05:01,Germany,,,1934,1,1,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
1027,2900,Real Estate,God Nisanov,Russia,Moscow,Real estate,Real Estate,,TRUE,U,M,Nisanov,God,,04-04-2023 05:01,Russia,,,1972,4,24,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
1027,2900,Real Estate,Vikas Oberoi,India,Mumbai,Real estate,Real Estate,,FALSE,D,M,Oberoi,Vikas,,04-04-2023 05:01,India,,,1970,9,8,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1027,2900,Energy,Gregorio Perez Companc & family,Argentina,Buenos Aires,Oil & gas,Energy,,TRUE,U,M,Perez Companc,Gregorio,,04-04-2023 05:01,Argentina,,,1935,8,23,232.75,53.5,"$449,663,446,954 ",90,109.7,76.5,10.1,106.3,44938712,-38.416097,-63.616672
1027,2900,Finance & Investments,Sebastian Piñera & family,Chile,Santiago,Investments,Finance & Investments,Chile,TRUE,U,M,Piñera,Sebastian,President,04-04-2023 05:01,Chile,,,1949,12,1,131.91,2.6,"$282,318,159,745 ",88.5,101.4,80,18.2,34,18952038,-35.675147,-71.542969
1027,2900,Automotive,Arvind Poddar,India,Mumbai,Tires,Automotive,,FALSE,D,M,Poddar,Arvind,,04-04-2023 05:01,India,,,1957,11,7,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1027,2900,Healthcare,Alexey Repik,Russia,Moscow,Pharmaceuticals,Healthcare,,TRUE,U,M,Repik,Alexey,,04-04-2023 05:01,Russia,,,1979,8,27,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
1027,2900,Media & Entertainment,Haim Saban,United States,Beverly Hills,"TV network, investments",Media & Entertainment,,TRUE,D,M,Saban,Haim,,04-04-2023 05:01,United States,California,West,1944,10,15,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1027,2900,Food & Beverage,Rodney Sacks,United States,Laguna Beach,Energy drinks,Food & Beverage,Monster Beverage,TRUE,U,M,Sacks,Rodney,CEO,04-04-2023 05:01,United States,California,West,1949,12,24,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1027,2900,Finance & Investments,Karthik Sarma,United States,New York,Hedge fund,Finance & Investments,,TRUE,D,M,Sarma,Karthik,,04-04-2023 05:01,India,New York,Northeast,1974,12,1,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1027,2900,Healthcare,Sybill Storz,Germany,Leipzig,Medical devices,Healthcare,,FALSE,D,F,Storz,Sybill,,04-04-2023 05:01,Germany,,,1937,4,6,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
1027,2900,Finance & Investments,Daniel Sundheim,United States,New York,Hedge funds,Finance & Investments,,TRUE,D,M,Sundheim,Daniel,Investor,04-04-2023 05:01,United States,New York,Northeast,1977,3,29,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1027,2900,Food & Beverage,"William Wrigley, Jr.",United States,North Palm Beach,Chewing gum,Food & Beverage,"Wrigley Management, Inc.",FALSE,D,M,Wrigley,William,Investor,04-04-2023 05:01,United States,Florida,South,1963,11,1,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1027,2900,Fashion & Retail,Zhang Wenzhong,China,Beijing,Supermarkets,Fashion & Retail,,TRUE,D,M,Zhang,Wenzhong,,04-04-2023 05:01,China,,,1962,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1027,2900,Fashion & Retail,Zhou Jianping,China,Jiangyin,Fashion retail,Fashion & Retail,,TRUE,E,M,Zhou,Jianping,,04-04-2023 05:01,China,,,1960,5,28,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1067,2800,Fashion & Retail,Joy Alukkas,India,Cochin,Jewelry,Fashion & Retail,,FALSE,U,M,Alukkas,Joy,,04-04-2023 05:01,India,,,1956,9,4,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1067,2800,Healthcare,Kang An,China,Xinxiang,Pharmaceuticals,Healthcare,,TRUE,D,M,An,Kang,,04-04-2023 05:01,China,,,1949,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1067,2800,Technology,Garrett Camp,United States,San Francisco,Uber,Technology,Uber Technologies Inc.,TRUE,E,M,Camp,Garrett,Cofounder and Chairman,04-04-2023 05:01,Canada,California,West,1978,10,4,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1067,2800,Gambling & Casinos,Chen Lip Keong,Cambodia,Phnom Penh,"Casinos, property, energy",Gambling & Casinos,,TRUE,U,M,Chen,Lip Keong,,04-04-2023 05:01,Malaysia,,,1947,7,1,127.63,2.5,"$27,089,389,787 ",13.7,107.4,69.6,17.1,23.1,16486542,12.565679,104.990963
1067,2800,Real Estate,Choo Chong Ngen,Singapore,Singapore,Hotels,Real Estate,,TRUE,U,M,Choo,Chong Ngen,,04-04-2023 05:01,Singapore,,,1953,4,21,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836
1067,2800,Automotive,Euisun Chung,South Korea,Seoul,Hyundai,Automotive,Hyundai Motor Co. Ltd.,FALSE,D,M,Chung,Euisun,,04-04-2023 05:01,South Korea,,,1970,10,18,115.16,0.4,"$2,029,000,000,000 ",94.3,98.1,82.6,15.6,33.2,51709098,35.907757,127.766922
1067,2800,Diversified,Smita Crishna-Godrej,India,Mumbai,Consumer goods,Diversified,,FALSE,U,F,Crishna-Godrej,Smita,,04-04-2023 05:01,India,,,1950,12,30,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1067,2800,Fashion & Retail,Eleanor Butt Crook & family,United States,San Marcos,Supermarkets,Fashion & Retail,,FALSE,N,F,Crook,Eleanor Butt,,04-04-2023 05:01,United States,Texas,South,1932,7,21,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1067,2800,Manufacturing,Du Jiangtao & family,China,Beijing,Chemicals,Manufacturing,,TRUE,D,M,Du,Jiangtao,,04-04-2023 05:01,China,,,1969,11,17,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1067,2800,Sports,Lorenzo Fertitta,United States,Las Vegas,"Casinos, mixed martial arts",Sports,,FALSE,U,M,Fertitta,Lorenzo,,04-04-2023 05:01,United States,Nevada,West,1969,1,3,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1067,2800,Technology,Sebastian Glaser,Germany,Munich,Sensor technology,Technology,,FALSE,U,M,Glaser,Sebastian,,04-04-2023 05:01,Germany,,,,,,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
1067,2800,Diversified,Adi Godrej,India,Mumbai,Consumer goods,Diversified,,FALSE,U,M,Godrej,Adi,,04-04-2023 05:01,India,,,1942,4,3,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1067,2800,Diversified,Jamshyd Godrej,India,Mumbai,Diversified,Diversified,,FALSE,U,M,Godrej,Jamshyd,,04-04-2023 05:01,India,,,1949,1,24,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1067,2800,Real Estate,Lee Yeow Chor,Malaysia,,"Palm oil, property",Real Estate,,FALSE,Split Family Fortune,M,Lee,Yeow Chor,,04-04-2023 05:01,Malaysia,,,1967,1,1,121.46,0.7,"$364,701,517,788 ",45.1,105.3,76,12,38.7,32447385,4.210484,101.975766
1067,2800,Manufacturing,Li Weiguo,China,Beijing,Construction materials,Manufacturing,,TRUE,D,M,Li,Weiguo,,04-04-2023 05:01,China,,,1965,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1067,2800,Manufacturing,Dmitry Mazepin,Russia,Moscow,Chemicals,Manufacturing,,TRUE,R,M,Mazepin,Dmitry,,04-04-2023 05:01,Russia,,,1968,4,18,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
1067,2800,Fashion & Retail,"Drayton McLane, Jr.",United States,Temple,"Walmart, logistics",Fashion & Retail,,FALSE,D,M,McLane,Drayton,,04-04-2023 05:01,United States,Texas,South,1936,7,22,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1067,2800,Telecom,Najib Mikati,Lebanon,Beirut,Telecom,Telecom,,TRUE,D,M,Mikati,Najib,,04-04-2023 05:01,Lebanon,,,1955,11,24,130.02,3,"$53,367,042,272 ",26.3,95.1,78.9,15.3,32.2,6855713,33.854721,35.862285
1067,2800,Telecom,Taha Mikati,Lebanon,Beirut,Telecom,Telecom,,TRUE,D,M,Mikati,Taha,,04-04-2023 05:01,Lebanon,,,1945,1,1,130.02,3,"$53,367,042,272 ",26.3,95.1,78.9,15.3,32.2,6855713,33.854721,35.862285
1067,2800,Real Estate,Akira Mori & family,Japan,Tokyo,Real estate,Real Estate,,FALSE,D,M,Mori,Akira,,04-04-2023 05:01,Japan,,,1936,7,12,105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924
1067,2800,Diversified,Rishad Naoroji,India,Mumbai,Consumer goods,Diversified,,FALSE,U,M,Naoroji,Rishad,,04-04-2023 05:01,India,,,1951,8,30,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1067,2800,Diversified,Philip Niarchos,France,Paris,Art collection,Diversified,,FALSE,E,M,Niarchos,Philip,,04-04-2023 05:01,Greece,,,1954,1,1,110.05,1.1,"$2,715,518,274,227 ",65.6,102.5,82.5,24.2,60.7,67059887,46.227638,2.213749
1067,2800,Technology,Nandan Nilekani,India,Bangalore,Software services,Technology,,TRUE,D,M,Nilekani,Nandan,,04-04-2023 05:01,India,,,1955,6,2,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
